target,spec_num,eccentricity,aspect_ratio,elongation,solidity,stochastic_convexity,isoperimetric_factor,maximal_indentation_depth,lobedness,average_intensity,average_contrast,smoothness,third_moment,uniformity,entropy
10,-1.525466397580369,-1.298270877959242,-0.5012653371123982,-0.6604891028749368,0.02793343170645757,0.25978206237246304,0.067652007042562,0.27127462695510074,-0.1037234041292607,1.7379061416469963,1.186765014244579,1.1484527424272506,0.43666969551753076,2.041945304806628,1.8458805006070251
10,-1.2366809993747312,-1.2125337096350661,-0.48195053301737095,-0.7479200338099877,0.09824100470017412,0.2902914524615441,0.2239511620120332,0.36268117012725953,-0.04253872882227052,2.399384164230908,1.2106757190589676,1.1798593980024201,0.044555529476426124,5.907140287222506,2.3808860543905768
10,-0.9478956011690934,-0.7980093823790398,-0.4603271866002289,-0.6063432807344582,0.058987396949339625,0.2445708279975663,-0.09241671578205599,0.2327521870362615,-0.12821266420339958,0.8844076388628117,0.9663623077700152,0.8673195546745154,0.6667173099601633,0.8317424646958086,0.7148284909303894
10,-0.6591102029634557,-1.9111044114566862,-0.4855672493220175,-0.9829609633470808,0.1210080971956559,0.2750802180866464,0.25723368795259133,0.22264199082606806,-0.13451292553433475,0.7082359385226832,0.41815155142077265,0.237078126014453,-0.2097265122040666,2.368526003428838,0.8758944006984002
10,-0.37032480475781787,-0.3634669144784557,-0.4117708464250808,-0.44375242671488985,0.09082643434723867,0.18355204781940712,-0.38428240251769563,0.46834568231379337,0.03364153032430434,1.9172475979591541,1.29108510541058,1.2870200700343655,0.4729363364346712,3.3063155751999247,1.7971503686708432
10,-0.08153940655218006,-0.7684862253133241,-0.4216975784101745,-0.8730331846860521,0.2236780890239488,0.2750802180866464,0.21861860260719215,0.4204648300055185,-0.0016014582505757538,2.7166378102032667,2.524029029468639,3.1682205785137487,3.3777620517692855,0.4862483629454423,2.1379193263859664
10,0.20724599165345775,-1.0499403226731485,-0.45798016857274554,-1.0877758220703877,0.35426175747505784,0.32080084255062413,0.6576813170523169,0.3125190427766845,-0.07665632720521257,1.2485959171227563,2.040222913506538,2.3781832494966877,3.768195107892877,-0.273231392324533,0.48502744769450135
10,0.49603138985909556,-2.349583300299366,-0.5043433935418845,-1.3232257852024987,0.3301862113878788,0.25978206237246304,0.35473677844972373,0.08755421530986882,-0.2135788005576738,1.618901268311177,2.14377169161401,2.5420503829838013,3.4476508910366923,0.08415312095125503,0.8586251258718938
10,0.7848167880647334,-1.2429209591027053,-0.5015731427553467,-1.455701540788883,0.44916825799262877,0.2750802180866464,0.8325524892593373,0.02440437436619938,-0.24726355655910123,1.8402280888142424,1.8487444467267986,2.083527751704644,2.0071852471090157,0.6036458958426383,1.4088481594530597
10,1.0736021862703713,-0.8195636872936845,-0.44759172812322895,-1.0273411084065103,0.3029703766806338,0.41232901281786344,0.2853215655073996,0.1087337801912226,-0.2018054877804759,2.7953256119650347,2.6217929596371454,3.335504639806493,3.373984276673751,1.0564086614129895,1.7788551963298918
10,1.362387584476009,-1.9114404473907671,-0.5107688363384374,-1.2435153633734082,0.4370432547095934,0.42754024719276107,0.7761009121115402,0.4385076417037098,0.011537712708290574,1.6216817560059391,1.7457741534132227,1.92962059926799,1.9501408431664307,0.5208765789668461,1.1670783118819692
10,1.6511729826816468,-1.604399613907323,-0.536008899060226,-1.4340738894523173,0.4152356948480194,0.25978206237246304,0.6428328973302169,0.3496416093741126,-0.051522612918596354,2.3434963615661886,2.369959246027539,2.909697274751471,3.035873405623326,1.1151653733368576,1.3902110212739587
10,1.9399583808872847,-1.721388124101062,-0.5320843771126308,-1.2865661492490297,0.30593620482180706,0.1988502035335895,0.28403439599588604,0.3182222303824346,-0.07284731424788375,3.873876788763267,3.013427165105071,4.028995583166551,3.380595383090937,1.9999927807110847,2.5609310681758375
11,-1.525466397580369,-0.9955505064854149,-0.5111920690974918,0.7285889858054516,-2.8517112328947234,-3.0493133242123625,-1.6667169690422097,1.9319650870094554,1.686887815879228,-0.9827732628008032,-1.2205416070762858,-1.013001276646397,-0.9537196506312752,-0.659148257623312,-0.8751416735417249
11,-1.2366809993747312,-0.8205237899624881,-0.5113844476243347,0.6445837112286743,-2.9477517265250968,-2.9882945440342032,-1.7183876308615293,2.4229576927044865,2.491686083908763,-0.8373537563647435,-0.8641178427301933,-0.825477370649654,-0.7584672337060719,-0.7261819012347592,-0.7576935064295737
11,-0.9478956011690934,-1.3710466602545675,-0.5175790361886761,0.8923046822113185,-3.316299488185705,-3.491482177155809,-1.7343393387363546,2.5992380368822174,2.810931387074776,-0.8396893660283438,-0.9898418712703644,-0.8971310737396709,-0.8665682680648196,-0.5179467234851641,-0.6970458650339117
11,-0.6591102029634557,-1.607423937314055,-0.5288908935670386,0.5964711346147075,-3.418795019535105,-3.06452455858726,-1.8120751831638182,2.2184206462982674,2.141083754881913,-0.49974694046672535,-0.4941768170333861,-0.5803018955068239,-0.5932084621518726,-0.4008968634395885,-0.27550457634807984
11,-0.37032480475781787,-2.171148219302186,-0.5034969280237758,0.44748064762948064,-3.1503003425194005,-1.4786447233300979,-1.5083951191260743,3.0122006666985786,3.6229436947962217,-0.9287205820146274,-1.0236253832339195,-0.9153571120560948,-0.8429193959667676,-0.729521878429327,-0.9060382870184548
11,-0.08153940655218006,-2.281223990280538,-0.5360473747655945,0.467063130990957,-2.956387520230281,-1.2955883827956183,-1.440496927393748,2.278044880358382,2.2413108130015225,-0.3823547499938682,0.04753562679775272,-0.13056876575321769,0.12453102824891228,-0.647234667907782,-0.5634398120692372
11,0.20724599165345775,-1.5790529034509035,-0.5206570926181625,0.858866185818615,-3.4416493422700345,-2.4545975208235165,-1.7359483006257461,2.6824527287661173,2.9678127035748565,-0.6314030328137124,-0.682608597231937,-0.7115628136572152,-0.7196694834749227,-0.4097509320608578,-0.4476501792721066
11,0.49603138985909556,-1.5153020862423334,-0.5170019006081473,0.7425472572354329,-3.2783543340265657,-2.2563299459141395,-1.62796397267772,2.40636660148776,2.4622528019657683,-0.619752789372659,-0.5341115506387074,-0.6092149207897984,-0.5732806985229231,-0.6043086598277017,-0.5792899286674268
11,0.7848167880647334,-1.0221933555447191,-0.5052668104707304,0.8092197332233316,-3.261693358292323,-1.6616141425252926,-1.6701647445194774,2.403515007684884,2.4575396293670537,-1.0028483839569857,-1.290846792361173,-1.0442770711566702,-0.98207940827346,-0.6429467027377956,-0.8373715467182075
11,1.0736021862703713,-1.172305407812188,-0.5288908935670386,0.9098931267970832,-3.3222311444680535,-3.8880173269745644,-1.7923998777735437,2.3985895274799187,2.448786594540869,-0.7610015642665753,-0.7777693458279102,-0.7728276022062791,-0.7259405901335115,-0.6359700675152771,-0.6645078155340686
11,1.362387584476009,-0.9410646800308012,-0.5111535933921232,0.8077881156407691,-3.1154082467408815,-2.7290951102859515,-1.7453262499239146,2.576684522259479,2.769186144057587,-0.6926849816062698,-0.7470710860984698,-0.7534383544241082,-0.7159672638812979,-0.5131488381328009,-0.4402808154600037
11,1.6511729826816468,-1.7053064043985988,-0.5229271592349087,0.8374430512795584,-3.60904417176748,-2.2258205558250594,-1.7930894328689972,2.2541951867343357,2.2007198163350394,-0.37481962834106264,-0.14683526395146865,-0.3042504791075711,-0.24181871164064056,-0.48749058168320636,-0.4098971507404965
11,1.9399583808872847,-0.9492255527156329,-0.5083063911948483,1.00274375286612,-3.466335500033337,-2.5613369254656537,-1.7929974921896035,2.4517328665334994,2.5427614849274898,-0.7192664439681957,-0.7437544399467965,-0.7513154971491198,-0.7080339361806733,-0.5533166415900251,-0.5720060563148607
11,2.2287437790929223,-1.6217294670792308,-0.5385482956145522,0.9016101964979734,-3.652048679814505,-2.6680763301077914,-1.8368991666001462,2.1043568941832653,1.9551539052224065,-0.6492259589371376,-0.602064231095082,-0.6570664501869669,-0.6174051116387774,-0.608503912237256,-0.5346462884971216
11,2.5175291772985604,-2.153626345596517,-0.5171942791349903,0.8538043950802696,-3.5738031550311757,-3.5372897229590725,-1.8404388827568077,2.3540009698349627,2.3708749658682358,-0.8175566839780372,-0.9960123757385936,-0.9004825710128546,-0.8667382679441188,-0.3862482472913105,-0.6131616449360499
11,2.8063145755041985,-1.3011031808322133,-0.5495908230553347,0.5948350002346364,-2.903177074168039,-1.1583395880644012,-1.697976800036104,1.913300109390636,1.6589935290705076,-0.6683557142771012,-0.6873521725418885,-0.7146962091555712,-0.690259504356179,-0.49085141924887143,-0.5174454068382447
12,-1.525466397580369,0.7867360827484561,0.013962833478257771,0.5119545680441581,-0.4017627278060057,0.33609899826480655,-0.5826903886495306,0.4450144602902702,0.01631821634412996,0.3765793662914561,0.4249005406828982,0.24442088576698087,0.15301545246924966,-0.03519137991501589,0.8266513200049954
12,-1.2366809993747312,0.9405925354242597,0.05990282568834228,0.5954996798265407,0.3978768771982067,0.4885590273709213,-0.1546145853919662,-0.33546676355663274,-0.3996144561326618,0.43647107123663254,0.5450325495487363,0.37397334001455623,0.3103597851983021,-0.1696017043515095,0.7856154194271586
12,-0.9478956011690934,0.5223238077598994,-0.17522220981905057,-0.023470407834118412,0.3283543763595062,0.4733477929960236,0.12957405461429078,-0.30643235392735935,-0.3898225995908419,0.7995749592956192,0.8173060592093525,0.6860769797928061,0.5151151953763247,0.0910370434133413,1.0962913833852004
12,-0.6591102029634557,0.7622054595605197,0.012770086611831663,0.4868501311499418,-0.22215566478607873,0.41232901281786344,-0.33858788485897334,0.5093827094951681,0.06477732563459007,0.6985876462218585,0.7550225297331633,0.6125039810843066,0.5327574050724757,-0.10138829086356321,1.1518608320843549
12,-0.37032480475781787,1.0028551934961842,0.14681944411596476,0.7518527715220876,0.254644824027385,0.2750802180866464,-0.4332408142948977,0.22831925485179197,-0.13098285544509328,-0.015024520638842829,0.18405803815732505,-0.0006528085475960569,0.09716104768175779,-0.48176556872652176,0.4104788949780974
12,-0.08153940655218006,0.9172620405723279,0.06855985939627278,0.606390199293889,0.21390830220596338,0.41232901281786344,-0.07076468578481451,-0.42135158418322416,-0.4260024514537114,-0.01129866712786151,0.042907748446580435,-0.13485810065815987,-0.2292953871989403,-0.16035360649840366,0.29010691994977517
12,0.20724599165345775,0.9837971555204292,0.04755212426502815,0.5562324547048335,0.5068274462666316,0.30558960817572645,0.20137972522085376,-0.7142439683925264,-0.48708420646109707,-0.7004147373977085,-0.4675086680347579,-0.5606654657131818,-0.3545852982423744,-0.7939966498528473,-0.6590534604155976
12,0.49603138985909556,0.86656861965949,-0.03474740951836471,0.44732726003134854,0.2876178545380846,0.35131023263970423,-0.3195561642244557,-0.14736526688698354,-0.3284070750137105,1.2481232342146467,1.0851445187834283,1.0169373722062267,0.8636527256904278,0.2804955693564175,1.9535997396238478
12,0.7848167880647334,0.7342184667648903,-0.048136954986630474,0.37707574008704514,0.02618882691753181,0.3818196227287843,-0.3616190250471223,0.5362136148222195,0.08563070970400605,0.6846574028711007,0.9495862487470167,0.8464544848826778,1.042719265218809,-0.30317761394411397,0.9008579068832511
12,1.0736021862703713,1.026905765349719,0.17240578818607052,0.7817122239583856,0.22769068003847961,0.16834081344450944,-0.4639030308727323,-0.04237476778112907,-0.2806308948140846,-0.10208159036184507,0.08937936022293246,-0.0914558474674738,-0.026655531074417517,-0.5240425874835772,0.2707858500943767
12,1.362387584476009,0.7776631125282608,-0.10273398090464565,0.28898012956008995,0.22655668692567613,0.4733477929960236,-0.37278981759346974,0.30375687272785035,-0.08248527127627626,0.5811120411181586,0.7997586871278252,0.6652119100009689,0.8236083096777518,-0.3173626662902312,0.9880591956111549
12,1.6511729826816468,0.7332103589626462,-0.09838622619799615,0.283560434426104,0.3099487958363369,0.4428384029069435,-0.023553146916094208,0.18803401149117527,-0.15568372735019473,0.25140181027326475,0.3419843868910676,0.15768907997721804,0.06474773736206325,-0.16753884543189448,0.5715448047461079
13,-1.525466397580369,-0.010677188826511634,-0.360174925525815,-0.9025858619260866,0.7316197733197405,0.4885590273709213,1.3431910226125405,-0.8633201076908291,-0.5010115353031036,-0.035655739333977844,0.01706876098587081,-0.15877659529758298,-0.23890982481707815,-0.2695924164775715,0.3371272226952133
13,-1.2366809993747312,0.062194603735694604,-0.34493854619985725,-0.7743538298880123,0.7153077185432835,0.4885590273709213,1.2060614992966776,-0.8317659260830153,-0.4990295019445502,-0.1283293942003996,-0.08165931050579726,-0.24754401765240328,-0.3346008679869918,-0.28463506185768606,0.1803358859040608
13,-0.9478956011690934,0.1583968911498317,-0.33855157910867295,-0.6596710356849013,0.7227222888962189,0.45804963728184117,1.1452887102173712,-0.8485721830139599,-0.500149794215106,-0.12905232100103772,-0.14085758774787174,-0.2990887371033185,-0.3988041557356171,-0.23992433313928704,0.3270392304698287
13,-0.6591102029634557,0.09358996100557716,-0.3494786794333497,-0.8379585539132774,0.7033571757391398,0.4885590273709213,1.2845788394989885,-0.7656970900284028,-0.4931997883759194,-0.6522566905244284,-0.18925748217054494,-0.3402372719541197,0.016788882524240472,-0.7813946678911089,-0.9637963170817606
13,-0.37032480475781787,-0.3848291988593393,-0.4151567084975159,-1.1519940964881796,0.7259498077557308,0.4885590273709213,1.3332154588983125,-0.8584024045598708,-0.5007367284844398,0.8091120320886536,0.6478100145976797,0.4888402747570755,0.136544353052715,0.6700050541219418,1.13664335228674
13,-0.08153940655218006,-0.4777671371995435,-0.434663891119386,-1.281504358510685,0.7082420691481326,0.4885590273709213,1.349442988811319,-0.8387575156160643,-0.4995134197270835,0.519830092325601,0.42451488415363403,0.24391198162571656,-0.02378442200181057,0.33137169664355404,0.927360259339771
13,0.20724599165345775,-0.35761028819875224,-0.41011639109423187,-1.1869153396628227,0.717924625726672,0.4885590273709213,1.4421191936402762,-0.8274185417126321,-0.4987159316859418,-0.6810347381652164,-0.7440436823437447,-0.7515045186873038,-0.7355928055026048,-0.600530614840092,-0.37559797717418764
13,0.49603138985909556,-0.08978964873594165,-0.3646381073485703,-0.8859688721284894,0.6844282137792942,0.4885590273709213,1.1653317783252213,-0.8086472774157064,-0.4972481150766278,0.9093208086078807,0.8963656477085397,0.7813874553924536,0.5373474018135509,0.3275704734658363,1.052519756102174
13,0.7848167880647334,-0.08210882738551184,-0.36113681816002946,-0.8489513317793802,0.7292645568546915,0.4733477929960236,1.2745113351053667,-0.8708042452443748,-0.5014055180574778,0.1158252302766632,0.030759567774754245,-0.1461993929491934,-0.35996862775351257,0.2638536288588486,0.4734006091974476
13,1.0736021862703713,-0.11038385098178252,-0.3807209521926367,-0.9101529834339158,0.7060613131619754,0.4885590273709213,1.2567208136426653,-0.873272170062863,-0.5015290224170034,-0.36522694579413334,-0.30167636045109647,-0.43278512507261774,-0.44326856861006964,-0.5114336520648063,-0.04501960143589462
13,1.362387584476009,-0.27048097100481044,-0.39930471788566085,-1.0326585451417414,0.7077186877114552,0.4885590273709213,1.2856821276517143,-0.7900004463029062,-0.4956086043226463,0.46878033824976806,0.27796540303318873,0.09233124812055703,-0.19227319126269282,0.5493162182294048,1.0431156955530863
13,1.6511729826816468,-0.22194778109678032,-0.40068984327892976,-1.0618533179861356,0.6878301931176998,0.4885590273709213,1.235436546362999,-0.7409608099674629,-0.49043152087814357,1.897784184095819,1.0317310894803189,0.9491804208264625,0.07404106409708038,2.993410008741455,2.3027468603736114
13,1.9399583808872847,-0.36826742782247457,-0.41661878530152197,-1.1919771304011677,0.7166161721349777,0.4733477929960236,1.2990135261638165,-0.831405588320652,-0.4990039161504429,0.19976815378153182,0.12620955876767573,-0.05655956349506308,-0.27664979802147754,0.22213288666438605,0.6000989522315199
14,-1.525466397580369,0.9271030929275664,0.005690556824013025,0.4970248418260094,0.5725118165696932,0.4733477929960236,0.141894105653061,-0.7193483212996726,-0.48775270747254745,1.0871886064418144,1.2064334972370594,1.1743341530401217,1.0525414804672013,0.40973715739881933,0.8981221801780618
14,-1.2366809993747312,0.9300794112008584,0.031199949483381628,0.5095003664740517,0.5941449159523763,0.4885590273709213,0.143640978561543,-0.7646731086173705,-0.49309109684456126,0.4749252160551927,0.3608815568250193,0.17724553912009008,-0.06637883620397304,0.4281406403445989,0.9507849192529527
14,-0.9478956011690934,0.9298393855336574,0.006460070931384542,0.4975872630191591,0.57730947973924,0.2750802180866464,0.1529269871803176,-0.7684190659311473,-0.4934845024757601,1.1455788480318192,1.2210884453491042,1.193599809816557,1.0918303414607704,0.17093226471573725,1.1754564749166112
14,-0.6591102029634557,0.9309435036027816,-0.010392288020053557,0.45944488028375025,0.5410217001295796,0.45804963728184117,0.13927379629033715,-0.7312239133096461,-0.4892541896004238,1.520750052686074,1.516115690236315,1.5970153926559485,1.3787523599666898,0.7941242621504682,1.1797310478934693
14,-0.37032480475781787,0.6678273672171104,-0.18003167299012307,0.0029633882439052323,0.6098463590527101,0.4733477929960236,0.6802067835037997,-0.7908092619997216,-0.4956834379610503,-0.1342518329902429,0.26890247459547706,0.08331637476101736,0.27617092058370596,-0.5393170147647721,-0.25413171146378977
14,-0.08153940655218006,0.9270070826606864,0.017694976899010055,0.5593002066674666,0.5035126971676719,0.4885590273709213,-0.09572658024023277,-0.6911382815152306,-0.4838888678135602,0.36681985448284093,0.236121669608009,0.05052840794527297,-0.2009998517333797,0.32529901083524876,0.8974382485017646
14,0.20724599165345775,1.0473079470617987,0.14177912671268073,0.7361561073132802,0.5822816033876795,0.4885590273709213,0.23309925961171718,-0.7935856774205209,-0.49593775690698916,0.024235965611198392,0.20006278412179462,0.01483241746516112,-0.035948857809434964,-0.19646522668672187,0.09142476798541362
14,0.49603138985909556,1.0595972612224864,0.22946525924767472,0.9137789459497521,0.30846588176575074,0.4428384029069435,-0.46633945887666833,-0.15879756567850992,-0.3332549096866744,-0.351880604859275,-0.3265512065886459,-0.4525596859903172,-0.5122885196055028,-0.3223227989733507,-0.13393071935454182
14,0.7848167880647334,0.849046745953821,-0.07187646519904442,0.3227765303484342,0.5296817690015613,0.4885590273709213,0.21985980177900902,-0.7570308372256652,-0.49226581070380665,0.3178554661780798,0.5141800272075902,0.3403129660995017,0.3640986359322941,-0.174538658844521,0.5041775346308255
14,1.0736021862703713,0.8411258989361897,-0.09069108512428013,0.2162232788463021,0.6354920494499211,0.45804963728184117,0.5098407045870753,-0.8295883453608197,-0.49887367868720495,1.4084183498176834,1.3776649962304213,1.404431525483206,1.2531413380401353,0.22516922956853866,1.5145156034409903
14,1.362387584476009,0.7805914256681122,-0.13089819723444626,0.17813202531027078,0.5681503045973787,0.4733477929960236,0.4033274275093505,-0.7788092368056229,-0.4945374637091914,1.3950720088828252,1.4006115597216493,1.435838181058376,1.334930168858478,0.24111582436286663,1.4478322650020048
14,1.6511729826816468,0.9046846956109992,-0.014009004324700028,0.4032538901681827,0.6343580563371186,0.4733477929960236,0.282057671388919,-0.8004346872634263,-0.4965483532265125,0.34315790420041503,0.4370487213547244,0.2572161898901984,0.146196568421808,-0.13953959178138842,0.6336116043700866
15,-1.525466397580369,-1.4720974661461639,-0.5393562854272924,-0.14883920470706857,-1.0727377296269276,-0.6398537992286123,-1.0410146754276575,1.1244974163553436,0.6368121983247357,-0.11242500458636032,0.03191653736254732,-0.14510888407505546,-0.005386657286552953,-0.45626955960768356,0.5580371541392368
15,-1.2366809993747312,-0.7518284440095789,-0.4799497963382047,-0.20329180204381106,-1.1210632822801765,-0.09094554164302888,-0.8427446003149132,0.8310943376195263,0.33938215118706044,1.4643061524824021,1.0546776529715465,0.978187956878529,0.6652061999219493,0.834801985790069,2.2666694644489302
15,-0.9478956011690934,-1.105002210729044,-0.5067288872747365,-0.26592507128090886,-0.8899031477474878,-0.38065436548035964,-1.0154551665561793,0.93629222536559,0.4408788802924466,1.3875646921069678,1.055256137765443,0.9787695616114023,0.7884750012892717,0.6816405055561753,2.2538457455183556
15,-0.6591102029634557,-0.5600479359160264,-0.5202723355644766,0.01855779405395873,-1.2243438857845927,-0.365443131105462,-1.3479126632441845,1.0285801702586375,0.5346613962872833,1.6291890727817973,1.0648975509970513,0.9911286621849645,0.5585218312240277,1.1395720075206182,2.5624699144475063
15,-0.37032480475781787,-0.8815383145649673,-0.4640593300209812,-0.3270755937360674,-1.0115021015356265,0.0005826286242123224,-0.6756424155166694,0.9049506171139904,0.41003164656983726,-0.23229182910755575,-0.022461033263722785,-0.19461798696091337,-0.05243884610144703,-0.5938089397087619,0.17435148373645945
15,-0.08153940655218006,-1.6361790122447277,-0.5257358857268151,0.05337677882984735,-1.6425256536901438,-0.7771025939598293,-1.2326650216240478,0.7250150481525743,0.24287753754847646,0.43972424183950404,0.3512401435934111,0.16714015688641276,0.005757779245276865,0.044309812155543284,1.1799020308125434
15,0.20724599165345775,-0.878129950090714,-0.5252357015570235,0.2193932892076897,-1.3974959110854939,-1.4633465676159154,-1.189820665026534,1.112987346823739,0.6243078628587576,1.111517873770983,0.7349683902114179,0.5890943905861477,0.2626087079907339,0.9728976424537401,1.8940976837859838
15,0.49603138985909556,-1.0000629890287922,-0.5246200902711262,-0.22103363422770725,-1.0872179493750131,-0.3196355853021995,-1.116406032530579,1.0278024628578528,0.533891898720146,0.9276998322702582,0.9177695850827099,0.8074142671885431,0.7627105751377198,0.021363403948588936,1.502204833267639
15,0.7848167880647334,-1.3304343173641682,-0.5219652666006942,-0.09346628178153628,-1.3940939317470884,-0.6398537992286123,-1.224896034215271,1.0923262535429077,0.601992433411781,1.3947939601133492,0.9268325135204216,0.8185374577047494,0.3235442202817211,1.0607429829631918,2.0968834258081293
15,1.0736021862703713,-1.9879606300944275,-0.508883526775377,0.38198414322725777,-2.0860041910351224,-0.8381213741379885,-1.335408730846627,1.6408432833159379,1.2693391985114482,0.6471486238687594,0.35085448706414696,0.16692205511158523,-0.09918881290869859,0.5485976943360557,1.6716489060702915
22,-1.525466397580369,0.9858613762583576,0.09803224970860512,0.6235184810852584,0.22489931237619723,0.42754024719276107,-0.12059653401625763,0.08716536160947673,-0.21379041238863652,0.12222035197461593,0.6051949681139717,0.4408578842950107,0.7053072825610583,-0.19667383039769418,-0.21805431553910815
22,-1.2366809993747312,0.8915312890483877,-0.03767156312637682,0.3635776314514579,0.4821412885033284,0.25978206237246304,0.11095606703704493,-0.3578128895391627,-0.4068477332637507,-0.15151866157471583,0.18887874477312916,0.00392732872378266,0.14128546079761206,-0.32899811772446463,-0.28781534652143115
22,-0.9478956011690934,0.9552821062569571,0.0761010976485145,0.5871144911286758,0.5474767378486073,0.41232901281786344,-0.03927500309243558,-0.44753440000962236,-0.43327997469491075,0.07781596348926502,0.826561815911696,0.6969820685341847,1.3966967916704833,-0.5117349685362107,-0.4509330513183336
22,-0.6591102029634557,0.8151071166116078,-0.02074225276420157,0.392414499900212,0.012929830521693884,0.35131023263970423,-0.08106204187692097,0.30043865448450474,-0.08467833934261701,0.3208583928884228,0.9642411968590614,0.8645569321933662,1.4046301193711075,-0.286605208016869,-0.15256785753364305
22,-0.37032480475781787,1.083695838209461,0.2605536291854874,0.9988579337134507,-0.9531450713460535,-0.4416731456585208,-0.8830146178894005,2.5204303536027615,2.666073470061213,0.03722084314573781,0.46693710237270974,0.28920445019824165,0.4989085402164777,-0.30382660326713884,-0.19206491183981111
22,-0.08153940655218006,0.9486573978422119,0.10203372306693753,0.6501056647614147,-0.23803156836530434,0.39703085710368197,-0.4869341710608807,1.3485289949412185,0.8941129473362103,-0.2538684136189099,-0.06854698851081037,-0.2359846235865421,-0.2188309501843071,-0.18802836548739718,-0.26148397698398557
22,0.20724599165345775,0.6751241475000184,-0.13101362435055205,0.09325755434408126,0.2760162326917275,0.3818196227287843,0.014096561295669307,-0.08685963110598018,-0.30157084735980355,-0.3084215821901429,0.2195384388496434,0.0341707748332054,0.39569972460644837,-0.6624163824285447,-0.5848297752454349
22,0.49603138985909556,0.8555754441016857,-0.013316441628065492,0.39681161104665247,0.24164751834988668,0.3665214670146019,-0.08708415637721546,-0.20600440490610514,-0.3525789173414053,-0.1991206109090435,0.5834053742105373,0.41657588669754136,1.2104524794605842,-0.7205727792286147,-0.6390655571758096
22,0.7848167880647334,0.7202009678003547,-0.12024042684734963,0.1303773530919452,0.5095315836894672,0.4885590273709213,0.5426175567909678,-0.24486385136528432,-0.3676129760593468,-0.6811459576730069,-0.531566217545563,-0.6073974059995686,-0.5081329670004139,-0.6564132311905637,-0.7446817062880179
22,1.0736021862703713,0.7051753610335765,-0.15332953346432845,0.08298058526925914,0.35426175747505784,0.39703085710368197,0.09275181251707135,-0.22282880834306798,-0.3591773589796061,-0.5650884012936355,-0.08609436059233692,-0.2514698495992994,0.09937104611264587,-0.7364938780138239,-0.8770908788191722
22,1.362387584476009,1.1841225773663353,0.529421858301125,1.1707031728202966,-0.6847376245697948,0.031092018713292403,-0.928525254189335,2.780443861264915,3.1562434203275584,-0.7960913189744735,-0.4445621045435304,-0.5435808266850223,-0.24527537585305548,-0.7943304157904031,-1.0957951306071367
22,1.6511729826816468,1.027817862885082,0.19102802958446327,0.782939324743439,0.18555847438591686,0.4428384029069435,-0.3423574527141194,-0.18905038356901166,-0.3457688638722418,-1.0061849691907003,-1.0284846555026501,-0.9179452531173818,-0.796754984299324,-0.7850359615570812,-1.188348184702067
23,-1.525466397580369,-0.487848215221983,-0.46044261371633466,-0.935257420328132,0.32547577845777886,0.15304265773032702,0.5040944121249624,-0.339329376980527,-0.4008745083988488,-0.9398981425475711,-0.5222718951902927,-0.6007089515715232,-0.15094433171753457,-0.867749650776614,-1.3497218637244113
23,-1.2366809993747312,-0.4929367593666433,-0.46579073676256727,-0.8425601818572273,0.24190920906822536,0.25978206237246304,0.32421247289098,-0.3102949673512537,-0.3911499828941534,-1.068829356953691,-1.0477867647923296,-0.9281306060018293,-0.7546894586105366,-0.840846725518218,-1.3428141537938088
23,-0.9478956011690934,-0.45995723269323424,-0.49260830340446765,-0.17777833155457695,0.09998560948909987,-0.8076119840489094,-0.3663539700359035,1.5517957859261577,1.150259449996979,-1.038883504481103,-0.9280211296292925,-0.8626419130802715,-0.6642873005743726,-0.8380699783432755,-1.371864151744536
23,-0.6591102029634557,-1.1404299992079032,-0.49357019603868213,-0.4478427626650675,0.11559982234998681,-0.1671755561960848,-0.2953297952041877,0.6753454688224965,0.199708724032084,-0.690238152434879,-0.37668655539300866,-0.49189070605088864,-0.27570535424759374,-0.7402881477345092,-0.9027041200965056
23,-0.37032480475781787,-0.7270577951544415,-0.48195053301737095,-0.1725631532180998,0.07250808406351622,-1.2955883827956183,-0.6561509914851822,1.343292431775939,0.8878607796032212,-0.673805470158835,-0.43800594354603667,-0.5386371864555974,-0.404017485367456,-0.6501319416712864,-0.8668148053828055
23,-0.08153940655218006,-0.44416354379141165,-0.4602117594841232,-0.05941423499630649,-0.031993742793149337,-0.6703631893176913,-0.24664720546516675,1.432184387685562,0.9969370597449079,-0.8621279017250741,-0.6342087028092639,-0.6791019995037121,-0.4831996513698797,-0.7837750680152039,-1.1467480404912844
23,0.20724599165345775,-0.6407925703624234,-0.49953393037081206,-1.0756070726186087,0.25202791684399634,-0.19768494628516486,0.19305909373571434,0.10207142012450542,-0.20553755098109094,-0.7913366850164302,-0.5945053631215014,-0.6518247375319444,-0.5097385214160165,-0.6555092817763505,-1.0563664694685981
23,0.49603138985909556,-1.0184009500029445,-0.5124232916692864,-1.3449556949378183,0.2715674904799662,0.3665214670146019,0.5426175567909678,-0.29538890883622504,-0.3859847304747455,-1.0525078941854373,-0.9839220435461569,-0.8938886273539011,-0.718366151066963,-0.8236276480869591,-1.3937328670941418
23,0.7848167880647334,-0.5667206494642126,-0.46740671638804765,-0.4878257965780557,0.3361178676702262,0.0768126431772692,0.08033982079890727,0.5571080203232861,0.10209795764074032,-0.9771844825343312,-0.9574274399856975,-0.8792321880854885,-0.7646250071117948,-0.7323357107084424,-1.2395233723810113
